"n","p1","ratec","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.5,8,0.5,3.5,0.970364,0.967124,0.971279,0.952096,-0.00324,0.000916,-0.018267,0.000285,0.000229,0.001046,0.000275,0.000229,0.000713,"hat",-0.018267,0.001046,0.000713
100,0.5,8,0.5,3.6,0.974526,0.971778,0.975404,0.957831,-0.002748,0.000878,-0.016695,0.000241,0.000194,0.000906,0.000234,0.000194,0.000629,"hat",-0.016695,0.000906,0.000629
100,0.5,8,0.5,3.7,0.978129,0.975826,0.978977,0.962943,-0.002304,0.000848,-0.015186,0.000203,0.000165,0.000782,0.000198,0.000164,0.000553,"hat",-0.015186,0.000782,0.000553
100,0.5,8,0.5,3.8,0.981243,0.979331,0.982059,0.96749,-0.001912,0.000815,-0.013754,0.00017,0.000139,0.000672,0.000167,0.000138,0.000484,"hat",-0.013754,0.000672,0.000484
100,0.5,8,0.5,3.9,0.98393,0.982356,0.984704,0.971525,-0.001574,0.000774,-0.012405,0.000143,0.000118,0.000574,0.000141,0.000117,0.000421,"hat",-0.012405,0.000574,0.000421
100,0.5,8,0.5,4,0.986246,0.984954,0.986966,0.975102,-0.001292,0.00072,-0.011144,0.00012,1e-04,0.000489,0.000119,1e-04,0.000365,"hat",-0.011144,0.000489,0.000365
100,0.5,4,-0.5,0,0,0.010825,0.017744,0.031248,0.010825,0.017744,0.031248,0.000148,0.000377,0.001174,3.1e-05,6.2e-05,0.000198,"hat",0.031248,0.001174,0.000198
100,0.5,4,-0.5,0.1,0.001148,0.01908,0.02962,0.041477,0.017932,0.028471,0.040329,0.000386,0.000927,0.001911,6.4e-05,0.000117,0.000286,"hat",0.040329,0.001911,0.000286
100,0.5,4,-0.5,0.2,0.007926,0.031618,0.046615,0.054461,0.023692,0.038689,0.046535,0.00068,0.001692,0.00257,0.000119,0.000196,0.000406,"hat",0.046535,0.00257,0.000406
100,0.5,4,-0.5,0.3,0.023115,0.049404,0.069437,0.07068,0.026289,0.046321,0.047565,0.000887,0.002446,0.002826,0.000197,0.000301,0.000565,"hat",0.047565,0.002826,0.000565
100,0.5,4,-0.5,0.4,0.047423,0.073091,0.09836,0.090589,0.025668,0.050938,0.043167,0.000958,0.003025,0.00263,0.000299,0.000431,0.000768,"hat",0.043167,0.00263,0.000768
100,0.5,4,-0.5,0.5,0.080301,0.102888,0.133189,0.114566,0.022586,0.052888,0.034264,0.000937,0.00338,0.002191,0.000427,0.000584,0.001019,"hat",0.034264,0.002191,0.001019
100,0.5,4,-0.5,0.6,0.120513,0.138535,0.173304,0.142857,0.018022,0.052791,0.022344,0.000902,0.003542,0.001809,0.000579,0.000756,0.001313,"hat",0.022344,0.001809,0.001313
100,0.5,4,-0.5,0.7,0.166502,0.17936,0.217758,0.175536,0.012858,0.051256,0.009033,0.000917,0.003575,0.00172,0.000753,0.00095,0.001642,"hat",0.009033,0.00172,0.001642
100,0.5,4,-0.5,0.8,0.216642,0.224378,0.265387,0.212463,0.007736,0.048745,-0.004178,0.001012,0.003536,0.002008,0.000954,0.001162,0.001995,"hat",-0.004178,0.002008,0.001995
100,0.5,4,-0.5,0.9,0.269379,0.272401,0.31494,0.253281,0.003022,0.045561,-0.016098,0.001185,0.003451,0.002612,0.001178,0.001378,0.002358,"hat",-0.016098,0.002612,0.002358
100,0.5,4,-0.5,1,0.323324,0.322172,0.365227,0.297421,-0.001152,0.041903,-0.025902,0.001409,0.00333,0.003379,0.001411,0.001577,0.002714,"hat",-0.025902,0.003379,0.002714
100,0.5,4,-0.5,1.1,0.377286,0.372509,0.415224,0.344147,-0.004778,0.037937,-0.033139,0.001646,0.003173,0.004136,0.001626,0.001738,0.003044,"hat",-0.033139,0.004136,0.003044
100,0.5,4,-0.5,1.2,0.430291,0.42241,0.464125,0.392592,-0.007881,0.033834,-0.037699,0.001861,0.00299,0.004745,0.001802,0.001849,0.00333,"hat",-0.037699,0.004745,0.00333
100,0.5,4,-0.5,1.3,0.48157,0.471106,0.51135,0.441819,-0.010464,0.029779,-0.039752,0.002032,0.002795,0.005129,0.001927,0.001912,0.003556,"hat",-0.039752,0.005129,0.003556
100,0.5,4,-0.5,1.4,0.530546,0.518048,0.556496,0.49089,-0.012498,0.02595,-0.039657,0.002154,0.002609,0.005273,0.002002,0.00194,0.003708,"hat",-0.039657,0.005273,0.003708
100,0.5,4,-0.5,1.5,0.57681,0.562863,0.59929,0.538934,-0.013947,0.02248,-0.037876,0.00223,0.002443,0.005203,0.00204,0.001942,0.003776,"hat",-0.037876,0.005203,0.003776
100,0.5,4,-0.5,1.6,0.620096,0.605296,0.63955,0.585217,-0.014801,0.019454,-0.034879,0.002264,0.002291,0.004967,0.002049,0.001917,0.003758,"hat",-0.034879,0.004967,0.003758
100,0.5,4,-0.5,1.7,0.66026,0.645172,0.67716,0.629167,-0.015088,0.0169,-0.031093,0.00225,0.002141,0.004621,0.002027,0.001859,0.003662,"hat",-0.031093,0.004621,0.003662
100,0.5,4,-0.5,1.8,0.697253,0.68238,0.712046,0.670374,-0.014873,0.014793,-0.026879,0.002184,0.001985,0.004217,0.001967,0.001769,0.003501,"hat",-0.026879,0.004217,0.003501
100,0.5,4,-0.5,1.9,0.731103,0.716848,0.744162,0.708562,-0.014255,0.013058,-0.022542,0.002072,0.001824,0.003793,0.001873,0.001657,0.003292,"hat",-0.022542,0.003793,0.003292
100,0.5,4,-0.5,2,0.761897,0.748539,0.773505,0.74357,-0.013358,0.011608,-0.018327,0.001928,0.001662,0.003375,0.001754,0.00153,0.003045,"hat",-0.018327,0.003375,0.003045
100,0.5,4,-0.5,2.1,0.789762,0.777462,0.800134,0.775352,-0.0123,0.010372,-0.01441,0.001766,0.001499,0.002974,0.001618,0.001394,0.002772,"hat",-0.01441,0.002974,0.002772
100,0.5,4,-0.5,2.2,0.814858,0.803687,0.824161,0.803967,-0.011171,0.009303,-0.01089,0.001595,0.001339,0.002602,0.001473,0.001254,0.002488,"hat",-0.01089,0.002602,0.002488
100,0.5,4,-0.5,2.3,0.837361,0.827334,0.845729,0.829563,-0.010028,0.008367,-0.007798,0.001422,0.001186,0.002264,0.001325,0.001118,0.002208,"hat",-0.007798,0.002264,0.002208
100,0.5,4,-0.5,2.4,0.857461,0.848547,0.864991,0.852338,-0.008913,0.00753,-0.005123,0.001257,0.001047,0.001966,0.00118,0.000992,0.001943,"hat",-0.005123,0.001966,0.001943
100,0.5,4,-0.5,2.5,0.875348,0.867484,0.882115,0.87251,-0.007864,0.006767,-0.002838,0.001106,0.000922,0.001705,0.001046,0.000878,0.0017,"hat",-0.002838,0.001705,0.0017
100,0.5,4,-0.5,2.6,0.891213,0.884311,0.897274,0.890299,-0.006902,0.00606,-0.000914,0.000971,0.000812,0.001479,0.000925,0.000777,0.001481,"hat",-0.000914,0.001479,0.001481
100,0.5,4,-0.5,2.7,0.905242,0.899201,0.910642,0.905908,-0.006041,0.0054,0.000666,0.000852,0.000714,0.001283,0.000817,0.000686,0.001285,"hat",0.000666,0.001283,0.001285
100,0.5,4,-0.5,2.8,0.917612,0.912323,0.922384,0.919529,-0.005289,0.004772,0.001918,0.000746,0.000626,0.001112,0.00072,0.000604,0.00111,"hat",0.001918,0.001112,0.00111
100,0.5,4,-0.5,2.9,0.928489,0.923841,0.932658,0.931344,-0.004648,0.004169,0.002855,0.000652,0.000546,0.000961,0.000631,0.000529,0.000955,"hat",0.002855,0.000961,0.000955
100,0.5,4,-0.5,3,0.938031,0.933913,0.941621,0.94153,-0.004118,0.003589,0.003499,0.000567,0.000473,0.000829,0.000551,0.000461,0.000818,"hat",0.003499,0.000829,0.000818
100,0.5,4,-0.5,3.1,0.946382,0.942696,0.949423,0.950265,-0.003686,0.00304,0.003882,0.00049,0.000406,0.000712,0.000477,0.000398,0.000698,"hat",0.003882,0.000712,0.000698
100,0.5,4,-0.5,3.2,0.953676,0.950342,0.956211,0.957723,-0.003334,0.002535,0.004047,0.000421,0.000348,0.000609,0.000411,0.000342,0.000594,"hat",0.004047,0.000609,0.000594
100,0.5,4,-0.5,3.3,0.960032,0.956996,0.962125,0.964077,-0.003036,0.002093,0.004045,0.000361,0.000297,0.000519,0.000352,0.000294,0.000504,"hat",0.004045,0.000519,0.000504
100,0.5,4,-0.5,3.4,0.965562,0.962797,0.967289,0.969486,-0.002765,0.001727,0.003924,0.000309,0.000254,0.000441,0.000302,0.000252,0.000426,"hat",0.003924,0.000441,0.000426
100,0.5,4,-0.5,3.5,0.970364,0.967865,0.971806,0.974093,-0.002499,0.001442,0.00373,0.000264,0.000217,0.000373,0.000258,0.000215,0.00036,"hat",0.00373,0.000373,0.00036
100,0.5,4,-0.5,3.6,0.974526,0.972299,0.975757,0.97802,-0.002227,0.00123,0.003494,0.000225,0.000185,0.000315,0.000221,0.000184,0.000303,"hat",0.003494,0.000315,0.000303
100,0.5,4,-0.5,3.7,0.978129,0.976178,0.979202,0.981371,-0.001951,0.001073,0.003241,0.000191,0.000158,0.000264,0.000188,0.000157,0.000254,"hat",0.003241,0.000264,0.000254
100,0.5,4,-0.5,3.8,0.981243,0.979561,0.982195,0.984232,-0.001682,0.000952,0.002989,0.000163,0.000135,0.000221,0.00016,0.000134,0.000212,"hat",0.002989,0.000221,0.000212
100,0.5,4,-0.5,3.9,0.98393,0.9825,0.984788,0.986675,-0.00143,0.000857,0.002745,0.000138,0.000115,0.000184,0.000137,0.000115,0.000177,"hat",0.002745,0.000184,0.000177
100,0.5,4,-0.5,4,0.986246,0.985048,0.987032,0.988755,-0.001198,0.000786,0.002509,0.000118,9.9e-05,0.000154,0.000117,9.8e-05,0.000148,"hat",0.002509,0.000154,0.000148
100,0.5,4,0,0,0,0.010609,0.017519,0.055321,0.010609,0.017519,0.055321,0.000144,0.000371,0.003462,3.2e-05,6.4e-05,0.000402,"hat",0.055321,0.003462,0.000402
100,0.5,4,0,0.1,0.001148,0.018802,0.029375,0.070161,0.017654,0.028226,0.069013,0.000379,0.00092,0.005302,6.7e-05,0.000124,0.000541,"hat",0.069013,0.005302,0.000541
100,0.5,4,0,0.2,0.007926,0.031299,0.046408,0.087905,0.023372,0.038482,0.079979,0.000672,0.001692,0.007104,0.000126,0.000212,0.000709,"hat",0.079979,0.007104,0.000709
100,0.5,4,0,0.3,0.023115,0.049101,0.069367,0.108758,0.025986,0.046252,0.085643,0.000888,0.002469,0.008239,0.000213,0.00033,0.000906,"hat",0.085643,0.008239,0.000906
100,0.5,4,0,0.4,0.047423,0.072909,0.098565,0.132832,0.025486,0.051142,0.085409,0.000977,0.003092,0.008419,0.000328,0.000477,0.001127,"hat",0.085409,0.008419,0.001127
100,0.5,4,0,0.5,0.080301,0.102969,0.133806,0.160127,0.022668,0.053504,0.079826,0.000982,0.003513,0.007735,0.00047,0.000651,0.001366,"hat",0.079826,0.007735,0.001366
100,0.5,4,0,0.6,0.120513,0.13902,0.174414,0.190523,0.018507,0.053901,0.07001,0.000981,0.003753,0.006515,0.00064,0.000849,0.001617,"hat",0.07001,0.006515,0.001617
100,0.5,4,0,0.7,0.166502,0.180322,0.219342,0.223777,0.01382,0.05284,0.057275,0.001025,0.00385,0.005149,0.000835,0.00106,0.001872,"hat",0.057275,0.005149,0.001872
100,0.5,4,0,0.8,0.216642,0.225789,0.26734,0.259544,0.009147,0.050698,0.042903,0.001128,0.003831,0.003963,0.001047,0.001263,0.002126,"hat",0.042903,0.003963,0.002126
100,0.5,4,0,0.9,0.269379,0.274148,0.317129,0.29739,0.004769,0.04775,0.028011,0.001274,0.003713,0.003152,0.001253,0.001436,0.002372,"hat",0.028011,0.003152,0.002372
100,0.5,4,0,1,0.323324,0.324125,0.367549,0.336824,0.000801,0.044226,0.013501,0.001432,0.003519,0.002778,0.001434,0.001566,0.002601,"hat",0.013501,0.002778,0.002601
100,0.5,4,0,1.1,0.377286,0.374582,0.417648,0.377323,-0.002704,0.040362,3.7e-05,0.00158,0.00328,0.002799,0.001576,0.001654,0.002805,"hat",3.7e-05,0.002799,0.002805
100,0.5,4,0,1.2,0.430291,0.424596,0.466682,0.418355,-0.005695,0.036391,-0.011936,0.001708,0.00303,0.003115,0.001679,0.001709,0.002978,"hat",-0.011936,0.003115,0.002978
100,0.5,4,0,1.3,0.48157,0.473449,0.514073,0.459396,-0.008121,0.032503,-0.022175,0.001813,0.002792,0.003603,0.00175,0.001739,0.003118,"hat",-0.022175,0.003603,0.003118
100,0.5,4,0,1.4,0.530546,0.520582,0.559359,0.499952,-0.009964,0.028812,-0.030594,0.00189,0.002571,0.00415,0.001795,0.001744,0.003221,"hat",-0.030594,0.00415,0.003221
100,0.5,4,0,1.5,0.57681,0.565545,0.60218,0.539586,-0.011264,0.02537,-0.037223,0.001934,0.002361,0.004661,0.001811,0.001721,0.003282,"hat",-0.037223,0.004661,0.003282
100,0.5,4,0,1.6,0.620096,0.607994,0.642287,0.577934,-0.012103,0.022191,-0.042162,0.001937,0.002156,0.005069,0.001794,0.001667,0.003298,"hat",-0.042162,0.005069,0.003298
100,0.5,4,0,1.7,0.66026,0.647696,0.679555,0.614705,-0.012565,0.019294,-0.045555,0.001897,0.001954,0.005338,0.001742,0.001585,0.003269,"hat",-0.045555,0.005338,0.003269
100,0.5,4,0,1.8,0.697253,0.684545,0.713965,0.649672,-0.012708,0.016712,-0.047581,0.001818,0.001758,0.005459,0.00166,0.001482,0.003201,"hat",-0.047581,0.005459,0.003201
100,0.5,4,0,1.9,0.731103,0.718544,0.745575,0.682658,-0.012559,0.014472,-0.048445,0.00171,0.001574,0.005437,0.001556,0.001367,0.003096,"hat",-0.048445,0.005437,0.003096
100,0.5,4,0,2,0.761897,0.749757,0.774468,0.713539,-0.01214,0.012572,-0.048358,0.001583,0.001406,0.00529,0.001439,0.00125,0.002958,"hat",-0.048358,0.00529,0.002958
100,0.5,4,0,2.1,0.789762,0.778269,0.800734,0.742252,-0.011493,0.010972,-0.04751,0.001447,0.001256,0.005043,0.001318,0.001138,0.002791,"hat",-0.04751,0.005043,0.002791
100,0.5,4,0,2.2,0.814858,0.804169,0.824467,0.768796,-0.010689,0.009609,-0.046062,0.001313,0.001125,0.004723,0.001201,0.001034,0.002606,"hat",-0.046062,0.004723,0.002606
100,0.5,4,0,2.3,0.837361,0.82755,0.84578,0.79321,-0.009811,0.008418,-0.044152,0.001187,0.00101,0.004357,0.001093,0.000941,0.002413,"hat",-0.044152,0.004357,0.002413
100,0.5,4,0,2.4,0.857461,0.848527,0.864805,0.815556,-0.008934,0.007345,-0.041905,0.001071,0.000907,0.00397,0.000994,0.000855,0.002218,"hat",-0.041905,0.00397,0.002218
100,0.5,4,0,2.5,0.875348,0.867234,0.881701,0.835908,-0.008114,0.006353,-0.03944,0.000965,0.000811,0.003576,0.000901,0.000772,0.002025,"hat",-0.03944,0.003576,0.002025
100,0.5,4,0,2.6,0.891213,0.883833,0.896639,0.854357,-0.00738,0.005425,-0.036856,0.000865,0.000719,0.003189,0.000812,0.000691,0.001834,"hat",-0.036856,0.003189,0.001834
100,0.5,4,0,2.7,0.905242,0.898499,0.9098,0.871016,-0.006743,0.004558,-0.034226,0.00077,0.000633,0.002817,0.000726,0.000613,0.001648,"hat",-0.034226,0.002817,0.001648
100,0.5,4,0,2.8,0.917612,0.911416,0.921365,0.886013,-0.006196,0.003754,-0.031599,0.000679,0.000554,0.002465,0.000642,0.000541,0.001469,"hat",-0.031599,0.002465,0.001469
100,0.5,4,0,2.9,0.928489,0.922763,0.931511,0.899478,-0.005726,0.003022,-0.029011,0.000596,0.000483,0.002138,0.000565,0.000475,0.001299,"hat",-0.029011,0.002138,0.001299
100,0.5,4,0,3,0.938031,0.932719,0.940409,0.911535,-0.005313,0.002377,-0.026496,0.000522,0.000421,0.001841,0.000495,0.000417,0.001141,"hat",-0.026496,0.001841,0.001141
100,0.5,4,0,3.1,0.946382,0.941451,0.948216,0.9223,-0.004932,0.001833,-0.024083,0.000456,0.000367,0.001574,0.000432,0.000364,0.000996,"hat",-0.024083,0.001574,0.000996
100,0.5,4,0,3.2,0.953676,0.949117,0.955073,0.931883,-0.004559,0.001397,-0.021793,0.000397,0.000319,0.001338,0.000377,0.000317,0.000865,"hat",-0.021793,0.001338,0.000865
100,0.5,4,0,3.3,0.960032,0.955855,0.961098,0.940389,-0.004178,0.001066,-0.019643,0.000344,0.000277,0.001134,0.000327,0.000276,0.000749,"hat",-0.019643,0.001134,0.000749
100,0.5,4,0,3.4,0.965562,0.961778,0.966387,0.947917,-0.003784,0.000825,-0.017645,0.000298,0.000241,0.000958,0.000285,0.000241,0.000648,"hat",-0.017645,0.000958,0.000648
100,0.5,4,0,3.5,0.970364,0.966976,0.971016,0.954561,-0.003388,0.000652,-0.015802,0.000259,0.00021,0.000809,0.000248,0.00021,0.000561,"hat",-0.015802,0.000809,0.000561
100,0.5,4,0,3.6,0.974526,0.971525,0.975054,0.960411,-0.003002,0.000528,-0.014116,0.000224,0.000182,0.000683,0.000215,0.000183,0.000484,"hat",-0.014116,0.000683,0.000484
100,0.5,4,0,3.7,0.978129,0.97549,0.978568,0.965548,-0.002639,0.000439,-0.012582,0.000193,0.000158,0.000575,0.000187,0.000158,0.000418,"hat",-0.012582,0.000575,0.000418
100,0.5,4,0,3.8,0.981243,0.978939,0.981624,0.970049,-0.002304,0.000381,-0.011195,0.000166,0.000136,0.000485,0.000161,0.000136,0.00036,"hat",-0.011195,0.000485,0.00036
100,0.5,4,0,3.9,0.98393,0.981939,0.984287,0.973983,-0.001991,0.000357,-0.009947,0.000142,0.000116,0.000409,0.000138,0.000116,0.00031,"hat",-0.009947,0.000409,0.00031
100,0.5,4,0,4,0.986246,0.984553,0.986607,0.977417,-0.001693,0.000361,-0.008829,0.00012,9.8e-05,0.000344,0.000118,9.8e-05,0.000267,"hat",-0.008829,0.000344,0.000267
100,0.5,4,0.5,0,0,0.010797,0.01778,0.077848,0.010797,0.01778,0.077848,0.00015,0.000384,0.006629,3.3e-05,6.8e-05,0.00057,"hat",0.077848,0.006629,0.00057
100,0.5,4,0.5,0.1,0.001148,0.019058,0.029698,0.095913,0.017909,0.02855,0.094765,0.00039,0.000943,0.009705,7e-05,0.000128,0.000726,"hat",0.094765,0.009705,0.000726
100,0.5,4,0.5,0.2,0.007926,0.031614,0.046747,0.116728,0.023688,0.038821,0.108802,0.00069,0.001724,0.01274,0.00013,0.000217,0.000904,"hat",0.108802,0.01274,0.000904
100,0.5,4,0.5,0.3,0.023115,0.049426,0.069621,0.140315,0.02631,0.046505,0.1172,0.00091,0.002501,0.014837,0.000218,0.000339,0.001104,"hat",0.1172,0.014837,0.001104
100,0.5,4,0.5,0.4,0.047423,0.073135,0.09859,0.166606,0.025713,0.051167,0.119183,0.000998,0.00311,0.015523,0.000338,0.000493,0.001321,"hat",0.119183,0.015523,0.001321
100,0.5,4,0.5,0.5,0.080301,0.102953,0.133465,0.195441,0.022652,0.053163,0.11514,0.001001,0.003501,0.014807,0.000489,0.000676,0.001553,"hat",0.11514,0.014807,0.001553
100,0.5,4,0.5,0.6,0.120513,0.138624,0.173629,0.226572,0.018111,0.053117,0.10606,0.000996,0.003699,0.013044,0.000669,0.000879,0.001799,"hat",0.10606,0.013044,0.001799
100,0.5,4,0.5,0.7,0.166502,0.179478,0.218134,0.259676,0.012976,0.051632,0.093174,0.00104,0.003761,0.01073,0.000873,0.001097,0.002053,"hat",0.093174,0.01073,0.002053
100,0.5,4,0.5,0.8,0.216642,0.224523,0.26581,0.294367,0.007882,0.049169,0.077726,0.001155,0.003736,0.008348,0.001095,0.001321,0.002311,"hat",0.077726,0.008348,0.002311
100,0.5,4,0.5,0.9,0.269379,0.272567,0.315396,0.330225,0.003188,0.046018,0.060846,0.001335,0.003652,0.006265,0.001328,0.001538,0.002567,"hat",0.060846,0.006265,0.002567
100,0.5,4,0.5,1,0.323324,0.322344,0.365675,0.366814,-0.00098,0.042351,0.04349,0.001554,0.00352,0.004697,0.001556,0.00173,0.002812,"hat",0.04349,0.004697,0.002812
100,0.5,4,0.5,1.1,0.377286,0.372652,0.415595,0.403705,-0.004634,0.038308,0.026419,0.001779,0.003345,0.003726,0.001761,0.001881,0.003034,"hat",0.026419,0.003726,0.003034
100,0.5,4,0.5,1.2,0.430291,0.422473,0.464347,0.440499,-0.007819,0.034056,0.010207,0.00198,0.003136,0.003323,0.001923,0.00198,0.003225,"hat",0.010207,0.003323,0.003225
100,0.5,4,0.5,1.3,0.48157,0.471033,0.511366,0.476836,-0.010537,0.029795,-0.004735,0.002139,0.002907,0.003395,0.002033,0.002023,0.003379,"hat",-0.004735,0.003395,0.003379
100,0.5,4,0.5,1.4,0.530546,0.517792,0.556267,0.512409,-0.012754,0.02572,-0.018138,0.002245,0.002673,0.003817,0.002086,0.002015,0.003495,"hat",-0.018138,0.003817,0.003495
100,0.5,4,0.5,1.5,0.57681,0.562382,0.598784,0.546964,-0.014428,0.021974,-0.029846,0.002291,0.002444,0.004454,0.002087,0.001965,0.00357,"hat",-0.029846,0.004454,0.00357
100,0.5,4,0.5,1.6,0.620096,0.604548,0.638721,0.580303,-0.015549,0.018625,-0.039793,0.00228,0.002225,0.005182,0.002043,0.001882,0.003606,"hat",-0.039793,0.005182,0.003606
100,0.5,4,0.5,1.7,0.66026,0.644103,0.675933,0.612274,-0.016157,0.015673,-0.047986,0.00222,0.00202,0.005897,0.001963,0.001778,0.003601,"hat",-0.047986,0.005897,0.003601
100,0.5,4,0.5,1.8,0.697253,0.680913,0.710329,0.642768,-0.01634,0.013075,-0.054485,0.002123,0.00183,0.006517,0.00186,0.001662,0.003556,"hat",-0.054485,0.006517,0.003556
100,0.5,4,0.5,1.9,0.731103,0.714895,0.741885,0.67171,-0.016208,0.010781,-0.059394,0.002002,0.001655,0.006992,0.001743,0.001541,0.003471,"hat",-0.059394,0.006992,0.003471
100,0.5,4,0.5,2,0.761897,0.746039,0.770662,0.699057,-0.015858,0.008765,-0.062839,0.001868,0.001493,0.007294,0.00162,0.001419,0.003352,"hat",-0.062839,0.007294,0.003352
100,0.5,4,0.5,2.1,0.789762,0.774419,0.796795,0.724796,-0.015343,0.007033,-0.064966,0.001726,0.001344,0.007418,0.001493,0.001297,0.003204,"hat",-0.064966,0.007418,0.003204
100,0.5,4,0.5,2.2,0.814858,0.800182,0.820465,0.748932,-0.014676,0.005607,-0.065926,0.001578,0.001203,0.007377,0.001365,0.001174,0.003037,"hat",-0.065926,0.007377,0.003037
100,0.5,4,0.5,2.3,0.837361,0.823512,0.841867,0.771483,-0.013849,0.004505,-0.065878,0.001426,0.001073,0.007193,0.001237,0.001055,0.002859,"hat",-0.065878,0.007193,0.002859
100,0.5,4,0.5,2.4,0.857461,0.844604,0.86118,0.792476,-0.012857,0.003719,-0.064985,0.001274,0.000953,0.006893,0.001111,0.000941,0.002676,"hat",-0.064985,0.006893,0.002676
100,0.5,4,0.5,2.5,0.875348,0.863629,0.878551,0.811942,-0.011719,0.003203,-0.063406,0.001126,0.000844,0.006507,0.00099,0.000835,0.002492,"hat",-0.063406,0.006507,0.002492
100,0.5,4,0.5,2.6,0.891213,0.880728,0.894097,0.829921,-0.010485,0.002884,-0.061293,0.000987,0.000746,0.006061,0.000879,0.000739,0.002309,"hat",-0.061293,0.006061,0.002309
100,0.5,4,0.5,2.7,0.905242,0.89602,0.907926,0.846463,-0.009222,0.002684,-0.058779,0.00086,0.000659,0.005578,0.000777,0.000653,0.002128,"hat",-0.058779,0.005578,0.002128
100,0.5,4,0.5,2.8,0.917612,0.909611,0.920144,0.861633,-0.008,0.002532,-0.055979,0.000747,0.000581,0.00508,0.000685,0.000576,0.00195,"hat",-0.055979,0.00508,0.00195
100,0.5,4,0.5,2.9,0.928489,0.921609,0.930864,0.8755,-0.00688,0.002374,-0.052989,0.000648,0.000511,0.004582,0.000602,0.000506,0.001777,"hat",-0.052989,0.004582,0.001777
100,0.5,4,0.5,3,0.938031,0.932128,0.94021,0.888144,-0.005904,0.002178,-0.049887,0.000561,0.000447,0.004096,0.000528,0.000443,0.001611,"hat",-0.049887,0.004096,0.001611
100,0.5,4,0.5,3.1,0.946382,0.941292,0.948321,0.899644,-0.005091,0.001939,-0.046739,0.000486,0.00039,0.003634,0.000461,0.000387,0.001452,"hat",-0.046739,0.003634,0.001452
100,0.5,4,0.5,3.2,0.953676,0.949244,0.955353,0.91008,-0.004431,0.001677,-0.043596,0.00042,0.000338,0.003201,0.000401,0.000336,0.001303,"hat",-0.043596,0.003201,0.001303
100,0.5,4,0.5,3.3,0.960032,0.956141,0.96146,0.919534,-0.003891,0.001428,-0.040499,0.000361,0.000292,0.002801,0.000347,0.000291,0.001163,"hat",-0.040499,0.002801,0.001163
100,0.5,4,0.5,3.4,0.965562,0.962135,0.966783,0.928086,-0.003427,0.001221,-0.037476,0.00031,0.000251,0.002437,0.000299,0.00025,0.001034,"hat",-0.037476,0.002437,0.001034
100,0.5,4,0.5,3.5,0.970364,0.967362,0.971434,0.935816,-0.003002,0.00107,-0.034548,0.000265,0.000215,0.002108,0.000256,0.000214,0.000916,"hat",-0.034548,0.002108,0.000916
100,0.5,4,0.5,3.6,0.974526,0.971932,0.975499,0.942794,-0.002595,0.000973,-0.031733,0.000225,0.000183,0.001813,0.000219,0.000183,0.000808,"hat",-0.031733,0.001813,0.000808
100,0.5,4,0.5,3.7,0.978129,0.975926,0.979041,0.949087,-0.002203,0.000911,-0.029043,0.000191,0.000156,0.001551,0.000187,0.000156,0.000709,"hat",-0.029043,0.001551,0.000709
100,0.5,4,0.5,3.8,0.981243,0.979404,0.982104,0.954754,-0.001839,0.000861,-0.026489,0.000162,0.000133,0.001321,0.000159,0.000133,0.00062,"hat",-0.026489,0.001321,0.00062
100,0.5,4,0.5,3.9,0.98393,0.98241,0.984733,0.959847,-0.00152,0.000803,-0.024083,0.000137,0.000114,0.00112,0.000135,0.000113,0.000541,"hat",-0.024083,0.00112,0.000541
100,0.5,4,0.5,4,0.986246,0.984988,0.986975,0.964415,-0.001259,0.000729,-0.021831,0.000116,9.7e-05,0.000946,0.000115,9.6e-05,0.00047,"hat",-0.021831,0.000946,0.00047
100,0.5,2,-0.5,0,0,0.010674,0.017604,0.086687,0.010674,0.017604,0.086687,0.000147,0.000376,0.008251,3.3e-05,6.7e-05,0.000737,"hat",0.086687,0.008251,0.000737
100,0.5,2,-0.5,0.1,0.001148,0.018931,0.029527,0.100331,0.017782,0.028378,0.099183,0.000385,0.000931,0.010697,6.8e-05,0.000126,0.000861,"hat",0.099183,0.010697,0.000861
100,0.5,2,-0.5,0.2,0.007926,0.031522,0.046633,0.11579,0.023596,0.038707,0.107863,0.000684,0.001712,0.012632,0.000127,0.000214,0.000999,"hat",0.107863,0.012632,0.000999
100,0.5,2,-0.5,0.3,0.023115,0.049432,0.069642,0.133202,0.026316,0.046527,0.110086,0.000905,0.002497,0.013267,0.000213,0.000333,0.00115,"hat",0.110086,0.013267,0.00115
100,0.5,2,-0.5,0.4,0.047423,0.073326,0.098837,0.152688,0.025903,0.051414,0.105265,0.000996,0.003121,0.012391,0.000326,0.000479,0.001313,"hat",0.105265,0.012391,0.001313
100,0.5,2,-0.5,0.5,0.080301,0.103417,0.13401,0.174341,0.023116,0.053708,0.094039,0.000998,0.00353,0.010326,0.000465,0.000647,0.001486,"hat",0.094039,0.010326,0.001486
100,0.5,2,-0.5,0.6,0.120513,0.139427,0.174497,0.198212,0.018914,0.053984,0.0777,0.000982,0.003745,0.0077,0.000626,0.000832,0.001666,"hat",0.0777,0.0077,0.001666
