"n","p1","a","rho","s","F_true","avg_F_dir","avg_F_dir_sd","avg_F_hat","bias_dir","bias_dir_sd","bias_hat","mse_dir","mse_dir_sd","mse_hat","var_dir","var_dir_sd","var_hat","estimator","bias","mse","var"
100,0.25,20,0,1.2,0.88493,0.868091,0.886694,0.859466,-0.01684,0.001764,-0.025465,0.001125,0.000697,0.004049,0.000843,0.000695,0.003408,"dir",-0.01684,0.001125,0.000843
100,0.25,20,0,1.3,0.9032,0.886796,0.903445,0.878017,-0.016404,0.000246,-0.025182,0.000997,0.00059,0.003651,0.000729,0.000591,0.003023,"dir",-0.016404,0.000997,0.000729
100,0.25,20,0,1.4,0.919243,0.903521,0.918299,0.894744,-0.015723,-0.000944,-0.024499,0.000866,0.000495,0.003256,0.00062,0.000495,0.002662,"dir",-0.015723,0.000866,0.00062
100,0.25,20,0,1.5,0.933193,0.918351,0.93136,0.909689,-0.014842,-0.001833,-0.023503,0.000739,0.000412,0.00287,0.00052,0.000409,0.002323,"dir",-0.014842,0.000739,0.00052
100,0.25,20,0,1.6,0.945201,0.931392,0.942748,0.922934,-0.013809,-0.002453,-0.022267,0.000619,0.00034,0.002497,0.000429,0.000334,0.002005,"dir",-0.013809,0.000619,0.000429
100,0.25,20,0,1.7,0.955435,0.942763,0.952595,0.934592,-0.012672,-0.002839,-0.020843,0.00051,0.000278,0.002142,0.00035,0.00027,0.001711,"dir",-0.012672,0.00051,0.00035
100,0.25,20,0,1.8,0.96407,0.952596,0.961041,0.944795,-0.011474,-0.003028,-0.019275,0.000414,0.000225,0.00181,0.000283,0.000216,0.001441,"dir",-0.011474,0.000414,0.000283
100,0.25,20,0,1.9,0.971283,0.961031,0.968229,0.953674,-0.010252,-0.003055,-0.01761,0.000331,0.000181,0.001507,0.000226,0.000172,0.0012,"dir",-0.010252,0.000331,0.000226
100,0.25,20,0,2,0.97725,0.96821,0.974297,0.961352,-0.00904,-0.002953,-0.015898,0.00026,0.000143,0.001239,0.000179,0.000135,0.000988,"dir",-0.00904,0.00026,0.000179
100,0.25,20,0,2.1,0.982136,0.974272,0.979379,0.967944,-0.007863,-0.002756,-0.014192,0.000202,0.000113,0.001005,0.000141,0.000105,0.000805,"dir",-0.007863,0.000202,0.000141
100,0.25,20,0,2.2,0.986097,0.979351,0.9836,0.973562,-0.006746,-0.002496,-0.012535,0.000155,8.7e-05,0.000806,0.000109,8.1e-05,0.00065,"dir",-0.006746,0.000155,0.000109
100,0.25,20,0,2.3,0.989276,0.98357,0.987075,0.978315,-0.005706,-0.002201,-0.010961,0.000117,6.7e-05,0.000639,8.4e-05,6.2e-05,0.00052,"dir",-0.005706,0.000117,8.4e-05
100,0.25,20,0,2.4,0.991802,0.987044,0.989908,0.982312,-0.004758,-0.001895,-0.009491,8.7e-05,5.1e-05,0.000502,6.5e-05,4.7e-05,0.000412,"dir",-0.004758,8.7e-05,6.5e-05
100,0.25,20,0,2.5,0.99379,0.989878,0.992193,0.985655,-0.003912,-0.001597,-0.008135,6.4e-05,3.8e-05,0.000389,4.9e-05,3.5e-05,0.000324,"dir",-0.003912,6.4e-05,4.9e-05
100,0.25,20,0,2.6,0.995339,0.992166,0.994017,0.988439,-0.003173,-0.001322,-0.006899,4.7e-05,2.8e-05,0.000298,3.7e-05,2.6e-05,0.000251,"dir",-0.003173,4.7e-05,3.7e-05
100,0.25,20,0,2.7,0.996533,0.993991,0.995455,0.990747,-0.002542,-0.001078,-0.005786,3.4e-05,2.1e-05,0.000225,2.7e-05,1.9e-05,0.000192,"dir",-0.002542,3.4e-05,2.7e-05
100,0.25,20,0,2.8,0.997445,0.995432,0.996576,0.992649,-0.002013,-0.000869,-0.004796,2.4e-05,1.5e-05,0.000167,2e-05,1.4e-05,0.000145,"dir",-0.002013,2.4e-05,2e-05
100,0.25,20,0,2.9,0.998134,0.996556,0.997442,0.994205,-0.001578,-0.000692,-0.003929,1.7e-05,1.1e-05,0.000122,1.5e-05,1e-05,0.000107,"dir",-0.001578,1.7e-05,1.5e-05
100,0.25,20,0,3,0.99865,0.997425,0.998104,0.995468,-0.001225,-0.000546,-0.003182,1.2e-05,8e-06,8.8e-05,1e-05,7e-06,7.8e-05,"dir",-0.001225,1.2e-05,1e-05
100,0.25,20,0,3.1,0.999032,0.998089,0.998606,0.99648,-0.000943,-0.000426,-0.002552,8e-06,5e-06,6.3e-05,7e-06,5e-06,5.7e-05,"dir",-0.000943,8e-06,7e-06
100,0.25,20,0,3.2,0.999313,0.998594,0.998984,0.997283,-0.000719,-0.000329,-0.00203,6e-06,4e-06,4.4e-05,5e-06,4e-06,4e-05,"dir",-0.000719,6e-06,5e-06
100,0.25,20,0,3.3,0.999517,0.998974,0.999266,0.997911,-0.000543,-0.00025,-0.001605,4e-06,2e-06,3.1e-05,4e-06,2e-06,2.9e-05,"dir",-0.000543,4e-06,4e-06
100,0.25,20,0,3.4,0.999663,0.999258,0.999475,0.9984,-0.000405,-0.000188,-0.001263,3e-06,2e-06,2.2e-05,2e-06,2e-06,2e-05,"dir",-0.000405,3e-06,2e-06
100,0.25,20,0,3.5,0.999767,0.999468,0.999629,0.998777,-0.000299,-0.000138,-0.00099,2e-06,1e-06,1.5e-05,2e-06,1e-06,1.4e-05,"dir",-0.000299,2e-06,2e-06
100,0.25,20,0,3.6,0.999841,0.999624,0.999741,0.999068,-0.000217,-9.9e-05,-0.000773,1e-06,1e-06,1.1e-05,1e-06,1e-06,1e-05,"dir",-0.000217,1e-06,1e-06
100,0.25,20,0,3.7,0.999892,0.999737,0.999822,0.999292,-0.000155,-7e-05,-6e-04,1e-06,0,7e-06,1e-06,0,7e-06,"dir",-0.000155,1e-06,1e-06
100,0.25,20,0,3.8,0.999928,0.999818,0.999879,0.999464,-0.000109,-4.8e-05,-0.000464,0,0,5e-06,0,0,5e-06,"dir",-0.000109,0,0
100,0.25,20,0,3.9,0.999952,0.999877,0.999919,0.999596,-7.5e-05,-3.2e-05,-0.000356,0,0,3e-06,0,0,3e-06,"dir",-7.5e-05,0,0
100,0.25,20,0,4,0.999968,0.999917,0.999947,0.999697,-5.1e-05,-2.1e-05,-0.000271,0,0,2e-06,0,0,2e-06,"dir",-5.1e-05,0,0
100,0.25,20,0.5,-4,3.2e-05,0.000161,0.000224,0.000453,0.00013,0.000192,0.000421,1e-06,1e-06,5e-06,1e-06,1e-06,5e-06,"dir",0.00013,1e-06,1e-06
100,0.25,20,0.5,-3.9,4.8e-05,0.00022,0.000302,0.000591,0.000172,0.000254,0.000543,1e-06,1e-06,7e-06,1e-06,1e-06,7e-06,"dir",0.000172,1e-06,1e-06
100,0.25,20,0.5,-3.8,7.2e-05,0.000298,0.000405,0.000769,0.000226,0.000333,0.000697,1e-06,2e-06,9e-06,1e-06,2e-06,8e-06,"dir",0.000226,1e-06,1e-06
100,0.25,20,0.5,-3.7,0.000108,0.000399,0.00054,0.001,0.000292,0.000432,0.000892,2e-06,2e-06,1.1e-05,2e-06,2e-06,1.1e-05,"dir",0.000292,2e-06,2e-06
100,0.25,20,0.5,-3.6,0.000159,0.000533,0.000717,0.001299,0.000374,0.000558,0.00114,2e-06,3e-06,1.5e-05,2e-06,3e-06,1.4e-05,"dir",0.000374,2e-06,2e-06
100,0.25,20,0.5,-3.5,0.000233,0.000708,0.00095,0.001687,0.000475,0.000717,0.001455,3e-06,4e-06,2e-05,3e-06,4e-06,1.8e-05,"dir",0.000475,3e-06,3e-06
100,0.25,20,0.5,-3.4,0.000337,0.000939,0.001255,0.002186,0.000602,0.000918,0.001849,4e-06,6e-06,2.7e-05,4e-06,5e-06,2.3e-05,"dir",0.000602,4e-06,4e-06
100,0.25,20,0.5,-3.3,0.000483,0.001242,0.001656,0.002822,0.000758,0.001172,0.002338,5e-06,8e-06,3.7e-05,5e-06,6e-06,3.1e-05,"dir",0.000758,5e-06,5e-06
100,0.25,20,0.5,-3.2,0.000687,0.001639,0.002179,0.003625,0.000952,0.001492,0.002937,7e-06,1.1e-05,5.1e-05,6e-06,9e-06,4.3e-05,"dir",0.000952,7e-06,6e-06
100,0.25,20,0.5,-3.1,0.000968,0.00216,0.002859,0.00463,0.001192,0.001892,0.003662,1e-05,1.5e-05,7.1e-05,8e-06,1.2e-05,5.8e-05,"dir",0.001192,1e-05,8e-06
100,0.25,20,0.5,-3,0.00135,0.002837,0.003737,0.005878,0.001487,0.002387,0.004528,1.4e-05,2.1e-05,1e-04,1.1e-05,1.6e-05,7.9e-05,"dir",0.001487,1.4e-05,1.1e-05
100,0.25,20,0.5,-2.9,0.001866,0.003711,0.00486,0.007416,0.001845,0.002994,0.00555,1.9e-05,3e-05,0.000138,1.5e-05,2.1e-05,0.000108,"dir",0.001845,1.9e-05,1.5e-05
100,0.25,20,0.5,-2.8,0.002555,0.004829,0.006283,0.009294,0.002274,0.003728,0.006739,2.6e-05,4.2e-05,0.00019,2.1e-05,2.8e-05,0.000145,"dir",0.002274,2.6e-05,2.1e-05
100,0.25,20,0.5,-2.7,0.003467,0.006248,0.008071,0.011569,0.002781,0.004604,0.008102,3.5e-05,5.9e-05,0.000257,2.8e-05,3.8e-05,0.000192,"dir",0.002781,3.5e-05,2.8e-05
100,0.25,20,0.5,-2.6,0.004661,0.008031,0.010299,0.014302,0.00337,0.005638,0.009641,4.8e-05,8.2e-05,0.000345,3.7e-05,5.1e-05,0.000252,"dir",0.00337,4.8e-05,3.7e-05
100,0.25,20,0.5,-2.5,0.00621,0.010253,0.013051,0.017558,0.004043,0.006842,0.011349,6.5e-05,0.000113,0.000454,4.9e-05,6.7e-05,0.000326,"dir",0.004043,6.5e-05,4.9e-05
100,0.25,20,0.5,-2.4,0.008198,0.013,0.016426,0.021412,0.004802,0.008229,0.013215,8.7e-05,0.000154,0.000589,6.4e-05,8.7e-05,0.000416,"dir",0.004802,8.7e-05,6.4e-05
100,0.25,20,0.5,-2.3,0.010724,0.01637,0.020533,0.025946,0.005645,0.009809,0.015222,0.000115,0.000208,0.000753,8.4e-05,0.000112,0.000522,"dir",0.005645,0.000115,8.4e-05
100,0.25,20,0.5,-2.2,0.013903,0.020471,0.02549,0.03125,0.006568,0.011586,0.017347,0.000151,0.000278,0.000947,0.000108,0.000144,0.000648,"dir",0.006568,0.000151,0.000108
100,0.25,20,0.5,-2.1,0.017864,0.025424,0.031425,0.037424,0.00756,0.01356,0.01956,0.000194,0.000366,0.001174,0.000137,0.000182,0.000793,"dir",0.00756,0.000194,0.000137
100,0.25,20,0.5,-2,0.02275,0.031357,0.038472,0.044568,0.008606,0.015722,0.021818,0.000248,0.000475,0.001435,0.000174,0.000229,0.00096,"dir",0.008606,0.000248,0.000174
100,0.25,20,0.5,-1.9,0.028717,0.038404,0.046773,0.052788,0.009687,0.018056,0.024072,0.000311,0.000609,0.001728,0.000218,0.000284,0.001151,"dir",0.009687,0.000311,0.000218
100,0.25,20,0.5,-1.8,0.03593,0.046706,0.056471,0.062197,0.010775,0.020541,0.026267,0.000385,0.000769,0.002053,0.000269,0.000348,0.001366,"dir",0.010775,0.000385,0.000269
100,0.25,20,0.5,-1.7,0.044565,0.056408,0.067714,0.072917,0.011843,0.023149,0.028351,0.000469,0.000956,0.002404,0.00033,0.00042,0.001603,"dir",0.011843,0.000469,0.00033
100,0.25,20,0.5,-1.6,0.054799,0.067659,0.08065,0.085074,0.012859,0.025851,0.030274,0.000563,0.001169,0.002773,0.000398,0.000502,0.00186,"dir",0.012859,0.000563,0.000398
100,0.25,20,0.5,-1.5,0.066807,0.080605,0.095419,0.098797,0.013798,0.028612,0.03199,0.000665,0.00141,0.003155,0.000475,0.000592,0.002136,"dir",0.013798,0.000665,0.000475
100,0.25,20,0.5,-1.4,0.080757,0.095388,0.112148,0.114209,0.014632,0.031391,0.033452,0.000773,0.001673,0.003544,0.00056,0.000689,0.00243,"dir",0.014632,0.000773,0.00056
100,0.25,20,0.5,-1.3,0.0968,0.112134,0.130936,0.131413,0.015334,0.034135,0.034612,0.000885,0.001954,0.003937,0.000651,0.00079,0.002744,"dir",0.015334,0.000885,0.000651
100,0.25,20,0.5,-1.2,0.11507,0.130942,0.151847,0.150485,0.015873,0.036778,0.035415,0.000998,0.002245,0.004332,0.000747,0.000894,0.003084,"dir",0.015873,0.000998,0.000747
100,0.25,20,0.5,-1.1,0.135666,0.151876,0.174904,0.171474,0.01621,0.039238,0.035808,0.001107,0.002534,0.004724,0.000846,0.000996,0.003448,"dir",0.01621,0.001107,0.000846
100,0.25,20,0.5,-1,0.158655,0.174956,0.200086,0.194398,0.0163,0.041431,0.035743,0.001208,0.00281,0.005107,0.000944,0.001095,0.003837,"dir",0.0163,0.001208,0.000944
100,0.25,20,0.5,-0.9,0.18406,0.20016,0.22733,0.219238,0.0161,0.04327,0.035178,0.001298,0.003058,0.005471,0.00104,0.001188,0.004242,"dir",0.0161,0.001298,0.00104
100,0.25,20,0.5,-0.8,0.211855,0.227427,0.25654,0.245924,0.015572,0.044684,0.034069,0.001373,0.003268,0.005804,0.001132,0.001274,0.004652,"dir",0.015572,0.001373,0.001132
100,0.25,20,0.5,-0.7,0.241964,0.256658,0.287581,0.274326,0.014695,0.045617,0.032362,0.001433,0.00343,0.006096,0.001219,0.001352,0.005059,"dir",0.014695,0.001433,0.001219
100,0.25,20,0.5,-0.6,0.274253,0.28772,0.320278,0.304254,0.013467,0.046025,0.030001,0.001479,0.003535,0.006347,0.0013,0.00142,0.005458,"dir",0.013467,0.001479,0.0013
100,0.25,20,0.5,-0.5,0.308538,0.320436,0.354411,0.335483,0.011899,0.045874,0.026946,0.001512,0.003577,0.006556,0.001373,0.001476,0.005842,"dir",0.011899,0.001512,0.001373
100,0.25,20,0.5,-0.4,0.344578,0.354585,0.389711,0.367777,0.010007,0.045133,0.023199,0.001534,0.003554,0.006719,0.001437,0.00152,0.006194,"dir",0.010007,0.001534,0.001437
100,0.25,20,0.5,-0.3,0.382089,0.389897,0.425872,0.400905,0.007808,0.043783,0.018816,0.001549,0.003467,0.006832,0.001491,0.001554,0.006491,"dir",0.007808,0.001549,0.001491
100,0.25,20,0.5,-0.2,0.42074,0.426066,0.462573,0.434635,0.005325,0.041833,0.013894,0.00156,0.003322,0.00689,0.001535,0.001575,0.00671,"dir",0.005325,0.00156,0.001535
100,0.25,20,0.5,-0.0999999999999996,0.460172,0.462771,0.499497,0.468727,0.002599,0.039325,0.008555,0.00157,0.003124,0.006895,0.001567,0.001581,0.006836,"dir",0.002599,0.00157,0.001567
100,0.25,20,0.5,0,0.5,0.499694,0.53634,0.502926,-0.000306,0.03634,0.002926,0.001581,0.002887,0.00685,0.001584,0.00157,0.006855,"dir",-0.000306,0.001581,0.001584
100,0.25,20,0.5,0.100000000000001,0.539828,0.536534,0.572814,0.536977,-0.003293,0.032986,-0.00285,0.001591,0.002626,0.006764,0.001584,0.001541,0.00677,"dir",-0.003293,0.001591,0.001584
100,0.25,20,0.5,0.2,0.57926,0.573003,0.608643,0.570636,-0.006256,0.029383,-0.008623,0.001601,0.002357,0.006658,0.001565,0.001497,0.006597,"dir",-0.006256,0.001601,0.001565
100,0.25,20,0.5,0.3,0.617911,0.608823,0.643554,0.603678,-0.009088,0.025642,-0.014233,0.00161,0.002094,0.006551,0.001531,0.00144,0.006361,"dir",-0.009088,0.00161,0.001531
100,0.25,20,0.5,0.4,0.655422,0.643722,0.677285,0.635897,-0.0117,0.021863,-0.019524,0.001616,0.001848,0.006446,0.001482,0.001372,0.006077,"dir",-0.0117,0.001616,0.001482
100,0.25,20,0.5,0.5,0.691462,0.677437,0.709595,0.667109,-0.014025,0.018132,-0.024354,0.001614,0.001623,0.006333,0.00142,0.001297,0.005751,"dir",-0.014025,0.001614,0.00142
100,0.25,20,0.5,0.600000000000001,0.725747,0.709728,0.740282,0.697148,-0.016018,0.014535,-0.028599,0.001603,0.001423,0.006192,0.001349,0.001214,0.005385,"dir",-0.016018,0.001603,0.001349
100,0.25,20,0.5,0.7,0.758036,0.740394,0.769189,0.72587,-0.017642,0.011153,-0.032166,0.001577,0.001247,0.006012,0.001268,0.001125,0.004988,"dir",-0.017642,0.001577,0.001268
100,0.25,20,0.5,0.800000000000001,0.788145,0.769279,0.796205,0.753144,-0.018866,0.00806,-0.035,0.001533,0.001095,0.005786,0.00118,0.001032,0.00457,"dir",-0.018866,0.001533,0.00118
100,0.25,20,0.5,0.9,0.81594,0.796272,0.821255,0.778857,-0.019667,0.005315,-0.037083,0.00147,0.000962,0.005513,0.001085,0.000936,0.004146,"dir",-0.019667,0.00147,0.001085
100,0.25,20,0.5,1,0.841345,0.821301,0.844296,0.802926,-0.020044,0.002951,-0.038419,0.001387,0.000846,0.005199,0.000987,0.000839,0.00373,"dir",-0.020044,0.001387,0.000987
100,0.25,20,0.5,1.1,0.864334,0.844321,0.865313,0.825308,-0.020013,0.000979,-0.039026,0.001285,0.000743,0.00485,0.000886,0.000743,0.003334,"dir",-0.020013,0.001285,0.000886
100,0.25,20,0.5,1.2,0.88493,0.865318,0.884321,0.846,-0.019613,-0.000609,-0.03893,0.001169,0.000649,0.00447,0.000786,0.00065,0.00296,"dir",-0.019613,0.001169,0.000786
100,0.25,20,0.5,1.3,0.9032,0.884307,0.901368,0.865021,-0.018892,-0.001832,-0.038178,0.001043,0.000562,0.004063,0.000687,0.00056,0.00261,"dir",-0.018892,0.001043,0.000687
100,0.25,20,0.5,1.4,0.919243,0.901337,0.916527,0.882405,-0.017907,-0.002716,-0.036838,0.000912,0.000481,0.003636,0.000592,0.000475,0.002283,"dir",-0.017907,0.000912,0.000592
100,0.25,20,0.5,1.5,0.933193,0.916481,0.929894,0.898192,-0.016712,-0.003299,-0.035001,0.00078,0.000406,0.0032,0.000502,0.000396,0.001979,"dir",-0.016712,0.00078,0.000502
100,0.25,20,0.5,1.6,0.945201,0.929836,0.941579,0.912425,-0.015365,-0.003622,-0.032776,0.000653,0.000337,0.002771,0.000418,0.000325,0.0017,"dir",-0.015365,0.000653,0.000418
100,0.25,20,0.5,1.7,0.955435,0.941513,0.951705,0.925158,-0.013922,-0.00373,-0.030276,0.000536,0.000276,0.002362,0.000343,0.000262,0.001448,"dir",-0.013922,0.000536,0.000343
100,0.25,20,0.5,1.8,0.96407,0.951633,0.960399,0.936455,-0.012436,-0.003671,-0.027615,0.00043,0.000222,0.001982,0.000276,0.000209,0.001222,"dir",-0.012436,0.00043,0.000276
100,0.25,20,0.5,1.9,0.971283,0.960326,0.967793,0.946389,-0.010957,-0.003491,-0.024894,0.000339,0.000177,0.001637,0.00022,0.000165,0.001019,"dir",-0.010957,0.000339,0.00022
100,0.25,20,0.5,2,0.97725,0.967721,0.974019,0.955052,-0.009528,-0.003231,-0.022197,0.000263,0.000139,0.001331,0.000173,0.000128,0.00084,"dir",-0.009528,0.000263,0.000173
100,0.25,20,0.5,2.1,0.982136,0.973951,0.979209,0.962547,-0.008184,-0.002927,-0.019589,0.000201,0.000108,0.001067,0.000134,9.9e-05,0.000684,"dir",-0.008184,0.000201,0.000134
100,0.25,20,0.5,2.2,0.986097,0.979147,0.983492,0.96898,-0.00695,-0.002604,-0.017116,0.000152,8.3e-05,0.000843,0.000104,7.6e-05,0.000551,"dir",-0.00695,0.000152,0.000104
100,0.25,20,0.5,2.3,0.989276,0.983437,0.986994,0.974462,-0.005839,-0.002282,-0.014814,0.000113,6.4e-05,0.000658,7.9e-05,5.9e-05,0.00044,"dir",-0.005839,0.000113,7.9e-05
100,0.25,20,0.5,2.4,0.991802,0.986945,0.989829,0.979097,-0.004857,-0.001973,-0.012706,8.4e-05,4.9e-05,0.000508,6.1e-05,4.5e-05,0.000347,"dir",-0.004857,8.4e-05,6.1e-05
100,0.25,20,0.5,2.5,0.99379,0.989787,0.992103,0.982989,-0.004003,-0.001688,-0.010801,6.2e-05,3.7e-05,0.000388,4.6e-05,3.4e-05,0.000272,"dir",-0.004003,6.2e-05,4.6e-05
100,0.25,20,0.5,2.6,0.995339,0.992067,0.993908,0.986241,-0.003272,-0.001431,-0.009098,4.6e-05,2.8e-05,0.000293,3.5e-05,2.6e-05,0.000211,"dir",-0.003272,4.6e-05,3.5e-05
100,0.25,20,0.5,2.7,0.996533,0.993877,0.995328,0.988947,-0.002656,-0.001205,-0.007586,3.4e-05,2.1e-05,0.000219,2.7e-05,2e-05,0.000162,"dir",-0.002656,3.4e-05,2.7e-05
100,0.25,20,0.5,2.8,0.997445,0.995302,0.996436,0.99119,-0.002143,-0.001009,-0.006254,2.5e-05,1.6e-05,0.000161,2.1e-05,1.5e-05,0.000122,"dir",-0.002143,2.5e-05,2.1e-05
100,0.25,20,0.5,2.9,0.998134,0.996413,0.997293,0.99304,-0.001721,-0.000841,-0.005094,1.9e-05,1.2e-05,0.000117,1.6e-05,1.2e-05,9.1e-05,"dir",-0.001721,1.9e-05,1.6e-05
100,0.25,20,0.5,3,0.99865,0.997274,0.997953,0.994551,-0.001376,-0.000697,-0.004099,1.4e-05,9e-06,8.4e-05,1.2e-05,9e-06,6.7e-05,"dir",-0.001376,1.4e-05,1.2e-05
100,0.25,20,0.5,3.1,0.999032,0.997937,0.998458,0.995773,-0.001095,-0.000574,-0.00326,1e-05,7e-06,6e-05,9e-06,7e-06,4.9e-05,"dir",-0.001095,1e-05,9e-06
100,0.25,20,0.5,3.2,0.999313,0.998445,0.998843,0.996747,-0.000868,-0.00047,-0.002566,8e-06,5e-06,4.2e-05,7e-06,5e-06,3.6e-05,"dir",-0.000868,8e-06,7e-06
100,0.25,20,0.5,3.3,0.999517,0.998831,0.999134,0.997515,-0.000685,-0.000383,-0.002001,6e-06,4e-06,3e-05,5e-06,4e-06,2.6e-05,"dir",-0.000685,6e-06,5e-06
100,0.25,20,0.5,3.4,0.999663,0.999124,0.999352,0.998113,-0.000539,-0.000311,-0.00155,4e-06,3e-06,2.1e-05,4e-06,3e-06,1.8e-05,"dir",-0.000539,4e-06,4e-06
100,0.25,20,0.5,3.5,0.999767,0.999344,0.999515,0.998575,-0.000423,-0.000252,-0.001192,3e-06,2e-06,1.5e-05,3e-06,2e-06,1.3e-05,"dir",-0.000423,3e-06,3e-06
100,0.25,20,0.5,3.6,0.999841,0.999509,0.999636,0.998929,-0.000332,-0.000205,-0.000912,3e-06,2e-06,1e-05,2e-06,2e-06,9e-06,"dir",-0.000332,3e-06,2e-06
100,0.25,20,0.5,3.7,0.999892,0.999631,0.999726,0.999199,-0.000261,-0.000166,-0.000694,2e-06,1e-06,7e-06,2e-06,1e-06,7e-06,"dir",-0.000261,2e-06,2e-06
100,0.25,20,0.5,3.8,0.999928,0.999721,0.999792,0.999403,-0.000206,-0.000135,-0.000524,2e-06,1e-06,5e-06,1e-06,1e-06,5e-06,"dir",-0.000206,2e-06,1e-06
100,0.25,20,0.5,3.9,0.999952,0.999788,0.999842,0.999558,-0.000164,-0.00011,-0.000394,1e-06,1e-06,3e-06,1e-06,1e-06,3e-06,"dir",-0.000164,1e-06,1e-06
100,0.25,20,0.5,4,0.999968,0.999839,0.999879,0.999675,-0.00013,-8.9e-05,-0.000293,1e-06,1e-06,2e-06,1e-06,1e-06,2e-06,"dir",-0.00013,1e-06,1e-06
100,0.25,10,-0.5,-4,3.2e-05,0.000121,0.000174,0.000124,8.9e-05,0.000143,9.3e-05,0,1e-06,0,0,1e-06,0,"dir",8.9e-05,0,0
100,0.25,10,-0.5,-3.9,4.8e-05,0.000171,0.000245,0.000176,0.000123,0.000197,0.000128,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,"dir",0.000123,1e-06,1e-06
100,0.25,10,-0.5,-3.8,7.2e-05,0.000241,0.000344,0.000248,0.000169,0.000272,0.000176,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,"dir",0.000169,1e-06,1e-06
100,0.25,10,-0.5,-3.7,0.000108,0.000339,0.00048,0.000346,0.000231,0.000373,0.000238,1e-06,2e-06,2e-06,1e-06,2e-06,2e-06,"dir",0.000231,1e-06,1e-06
100,0.25,10,-0.5,-3.6,0.000159,0.000473,0.000667,0.00048,0.000314,0.000508,0.000321,2e-06,2e-06,3e-06,2e-06,2e-06,3e-06,"dir",0.000314,2e-06,2e-06
100,0.25,10,-0.5,-3.5,0.000233,0.000657,0.000919,0.00066,0.000424,0.000686,0.000427,2e-06,4e-06,5e-06,2e-06,3e-06,5e-06,"dir",0.000424,2e-06,2e-06
100,0.25,10,-0.5,-3.4,0.000337,0.000906,0.001255,9e-04,0.000569,0.000918,0.000563,3e-06,5e-06,8e-06,3e-06,5e-06,7e-06,"dir",0.000569,3e-06,3e-06
100,0.25,10,-0.5,-3.3,0.000483,0.001239,0.001696,0.001219,0.000756,0.001213,0.000736,5e-06,8e-06,1.2e-05,5e-06,7e-06,1.1e-05,"dir",0.000756,5e-06,5e-06
100,0.25,10,-0.5,-3.2,0.000687,0.001677,0.002267,0.001638,0.00099,0.00158,0.000951,7e-06,1.2e-05,1.7e-05,6e-06,9e-06,1.7e-05,"dir",0.00099,7e-06,6e-06
100,0.25,10,-0.5,-3.1,0.000968,0.002244,0.002998,0.002183,0.001276,0.002031,0.001215,1.1e-05,1.7e-05,2.6e-05,9e-06,1.3e-05,2.5e-05,"dir",0.001276,1.1e-05,9e-06
100,0.25,10,-0.5,-3,0.00135,0.00297,0.003926,0.002888,0.00162,0.002576,0.001538,1.5e-05,2.4e-05,3.8e-05,1.2e-05,1.7e-05,3.6e-05,"dir",0.00162,1.5e-05,1.2e-05
100,0.25,10,-0.5,-2.9,0.001866,0.003893,0.005099,0.003795,0.002028,0.003233,0.001929,2.1e-05,3.3e-05,5.4e-05,1.7e-05,2.3e-05,5.1e-05,"dir",0.002028,2.1e-05,1.7e-05
100,0.25,10,-0.5,-2.8,0.002555,0.005061,0.006575,0.004952,0.002506,0.00402,0.002397,2.9e-05,4.6e-05,7.7e-05,2.2e-05,3e-05,7.1e-05,"dir",0.002506,2.9e-05,2.2e-05
100,0.25,10,-0.5,-2.7,0.003467,0.006531,0.008422,0.006416,0.003064,0.004955,0.002949,3.9e-05,6.4e-05,0.000107,2.9e-05,4e-05,9.9e-05,"dir",0.003064,3.9e-05,2.9e-05
100,0.25,10,-0.5,-2.6,0.004661,0.008372,0.010721,0.008252,0.003711,0.006059,0.003591,5.2e-05,8.8e-05,0.000147,3.8e-05,5.2e-05,0.000135,"dir",0.003711,5.2e-05,3.8e-05
100,0.25,10,-0.5,-2.5,0.00621,0.010663,0.013559,0.010533,0.004453,0.007349,0.004324,7e-05,0.000122,2e-04,5e-05,6.8e-05,0.000182,"dir",0.004453,7e-05,5e-05
100,0.25,10,-0.5,-2.4,0.008198,0.013494,0.017036,0.013343,0.005297,0.008839,0.005145,9.3e-05,0.000166,0.000267,6.5e-05,8.8e-05,0.000241,"dir",0.005297,9.3e-05,6.5e-05
100,0.25,10,-0.5,-2.3,0.010724,0.016964,0.021261,0.016777,0.00624,0.010537,0.006053,0.000124,0.000226,0.000352,8.5e-05,0.000115,0.000316,"dir",0.00624,0.000124,8.5e-05
100,0.25,10,-0.5,-2.2,0.013903,0.021182,0.026348,0.020943,0.007278,0.012444,0.00704,0.000163,0.000305,0.000457,0.000111,0.00015,0.000408,"dir",0.007278,0.000163,0.000111
100,0.25,10,-0.5,-2.1,0.017864,0.026263,0.032419,0.025963,0.008399,0.014555,0.008098,0.000214,0.000406,0.000587,0.000144,0.000195,0.000522,"dir",0.008399,0.000214,0.000144
100,0.25,10,-0.5,-2,0.02275,0.032331,0.039605,0.031966,0.009581,0.016855,0.009216,0.000277,0.000532,0.000745,0.000185,0.000249,0.000662,"dir",0.009581,0.000277,0.000185
100,0.25,10,-0.5,-1.9,0.028717,0.039515,0.048042,0.03909,0.010798,0.019325,0.010373,0.000353,0.000686,0.000937,0.000237,0.000314,0.000832,"dir",0.010798,0.000353,0.000237
